Model,File Name,Row_0%,Row_1%,Row_2%,Col_0%,Col_1%,Col_2%
Pro_deepseek-ai_DeepSeek-V3,demographic_0074_choices.csv,0,86.67,13.33,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0075_choices.csv,0,86.67,13.33,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0076_choices.csv,6.67,80,13.33,0,73.33,26.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0077_choices.csv,6.67,80,13.33,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0078_choices.csv,0,86.67,13.33,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0079_choices.csv,0,100,0,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0080_choices.csv,0,100,0,0,100,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0081_choices.csv,0,93.33,6.67,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0082_choices.csv,0,86.67,13.33,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0083_choices.csv,6.67,73.33,20,0,66.67,33.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0084_choices.csv,0,93.33,6.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0085_choices.csv,6.67,93.33,0,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0086_choices.csv,6.67,86.67,6.67,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0087_choices.csv,0,93.33,6.67,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0088_choices.csv,0,93.33,6.67,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0089_choices.csv,0,93.33,6.67,0,100,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0090_choices.csv,0,86.67,13.33,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0091_choices.csv,0,100,0,0,66.67,33.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0092_choices.csv,0,93.33,6.67,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0093_choices.csv,0,73.33,26.67,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0094_choices.csv,0,93.33,6.67,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0095_choices.csv,0,100,0,0,73.33,26.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0096_choices.csv,0,100,0,0,93.33,6.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0097_choices.csv,6.67,86.67,6.67,0,100,0
Pro_deepseek-ai_DeepSeek-V3,demographic_0098_choices.csv,0,80,20,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0099_choices.csv,6.67,86.67,6.67,0,60,40
Pro_deepseek-ai_DeepSeek-V3,demographic_0100_choices.csv,0,86.67,13.33,0,60,40
Pro_deepseek-ai_DeepSeek-V3,demographic_0101_choices.csv,0,86.67,13.33,0,73.33,26.67
Pro_deepseek-ai_DeepSeek-V3,demographic_0102_choices.csv,0,93.33,6.67,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0103_choices.csv,13.33,86.67,0,0,86.67,13.33
Pro_deepseek-ai_DeepSeek-V3,demographic_0104_choices.csv,0,100,0,0,80,20
Pro_deepseek-ai_DeepSeek-V3,demographic_0105_choices.csv,0,93.33,6.67,0,66.67,33.33
Qwen_QwQ-32B-Preview,demographic_0001_choices.csv,50,28.57,21.43,0,64.29,35.71
Qwen_QwQ-32B-Preview,demographic_0002_choices.csv,23.08,69.23,7.69,7.69,46.15,46.15
Qwen_QwQ-32B-Preview,demographic_0003_choices.csv,50,35.71,14.29,0,50,50
Qwen_QwQ-32B-Preview,demographic_0004_choices.csv,28.57,57.14,14.29,14.29,57.14,28.57
Qwen_QwQ-32B-Preview,demographic_0005_choices.csv,30.77,53.85,15.38,0,53.85,46.15
Qwen_QwQ-32B-Preview,demographic_0006_choices.csv,63.64,36.36,0,0,72.73,27.27
Qwen_QwQ-32B-Preview,demographic_0007_choices.csv,33.33,58.33,8.33,0,66.67,33.33
Qwen_QwQ-32B-Preview,demographic_0008_choices.csv,38.46,53.85,7.69,0,61.54,38.46
Qwen_QwQ-32B-Preview,demographic_0009_choices.csv,50,42.86,7.14,7.14,57.14,35.71
Qwen_QwQ-32B-Preview,demographic_0010_choices.csv,42.86,35.71,21.43,0,64.29,35.71
Qwen_QwQ-32B-Preview,demographic_0011_choices.csv,50,42.86,7.14,7.14,64.29,28.57
Qwen_QwQ-32B-Preview,demographic_0012_choices.csv,21.43,78.57,0,0,50,50
Qwen_QwQ-32B-Preview,demographic_0013_choices.csv,57.14,35.71,7.14,0,78.57,21.43
Qwen_QwQ-32B-Preview,demographic_0014_choices.csv,61.54,30.77,7.69,0,53.85,46.15
Qwen_QwQ-32B-Preview,demographic_0015_choices.csv,42.86,50,7.14,0,57.14,42.86
Qwen_QwQ-32B-Preview,demographic_0016_choices.csv,60,33.33,6.67,0,53.33,46.67
Qwen_QwQ-32B-Preview,demographic_0017_choices.csv,38.46,53.85,7.69,0,53.85,46.15
Qwen_QwQ-32B-Preview,demographic_0018_choices.csv,38.46,61.54,0,0,76.92,23.08
Qwen_QwQ-32B-Preview,demographic_0019_choices.csv,46.67,40,13.33,0,86.67,13.33
Qwen_QwQ-32B-Preview,demographic_0020_choices.csv,46.15,46.15,7.69,0,61.54,38.46
Qwen_QwQ-32B-Preview,demographic_0021_choices.csv,69.23,23.08,7.69,0,61.54,38.46
Qwen_QwQ-32B-Preview,demographic_0022_choices.csv,66.67,25,8.33,0,41.67,58.33
Qwen_QwQ-32B-Preview,demographic_0023_choices.csv,61.54,30.77,7.69,0,76.92,23.08
Qwen_QwQ-32B-Preview,demographic_0024_choices.csv,35.71,42.86,21.43,7.14,50,42.86
Qwen_QwQ-32B-Preview,demographic_0025_choices.csv,16.67,83.33,0,0,50,50
Qwen_QwQ-32B-Preview,demographic_0026_choices.csv,15.38,61.54,23.08,0,53.85,46.15
Qwen_QwQ-32B-Preview,demographic_0027_choices.csv,53.33,40,6.67,0,60,40
Qwen_QwQ-32B-Preview,demographic_0028_choices.csv,64.29,35.71,0,0,71.43,28.57
Qwen_QwQ-32B-Preview,demographic_0029_choices.csv,42.86,57.14,0,0,42.86,57.14
Qwen_QwQ-32B-Preview,demographic_0030_choices.csv,41.67,50,8.33,0,75,25
Qwen_QwQ-32B-Preview,demographic_0031_choices.csv,33.33,66.67,0,8.33,66.67,25
Qwen_QwQ-32B-Preview,demographic_0032_choices.csv,60,20,20,0,60,40
Qwen_QwQ-32B-Preview,demographic_0033_choices.csv,71.43,28.57,0,7.14,85.71,7.14
Qwen_QwQ-32B-Preview,demographic_0034_choices.csv,28.57,57.14,14.29,0,64.29,35.71
Qwen_QwQ-32B-Preview,demographic_0035_choices.csv,14.29,85.71,0,0,42.86,57.14
Qwen_QwQ-32B-Preview,demographic_0036_choices.csv,58.33,25,16.67,0,66.67,33.33
Qwen_QwQ-32B-Preview,demographic_0037_choices.csv,61.54,30.77,7.69,0,69.23,30.77
Qwen_QwQ-32B-Preview,demographic_0038_choices.csv,46.15,30.77,23.08,0,61.54,38.46
Qwen_QwQ-32B-Preview,demographic_0039_choices.csv,46.15,46.15,7.69,7.69,23.08,69.23
Qwen_QwQ-32B-Preview,demographic_0040_choices.csv,53.85,15.38,30.77,0,61.54,38.46
Qwen_QwQ-32B-Preview,demographic_0041_choices.csv,61.54,38.46,0,0,53.85,46.15
Qwen_QwQ-32B-Preview,demographic_0042_choices.csv,33.33,53.33,13.33,0,60,40
Qwen_QwQ-32B-Preview,demographic_0043_choices.csv,42.86,42.86,14.29,0,64.29,35.71
Qwen_QwQ-32B-Preview,demographic_0044_choices.csv,40,33.33,26.67,0,60,40
Qwen_QwQ-32B-Preview,demographic_0045_choices.csv,23.08,69.23,7.69,0,69.23,30.77
Qwen_QwQ-32B-Preview,demographic_0046_choices.csv,57.14,35.71,7.14,0,42.86,57.14
Qwen_QwQ-32B-Preview,demographic_0047_choices.csv,35.71,57.14,7.14,0,64.29,35.71
Qwen_QwQ-32B-Preview,demographic_0048_choices.csv,41.67,50,8.33,0,41.67,58.33
Qwen_QwQ-32B-Preview,demographic_0049_choices.csv,35.71,50,14.29,0,50,50
Qwen_QwQ-32B-Preview,demographic_0050_choices.csv,57.14,35.71,7.14,0,78.57,21.43
Qwen_QwQ-32B-Preview,demographic_0051_choices.csv,21.43,71.43,7.14,0,50,50
Qwen_QwQ-32B-Preview,demographic_0052_choices.csv,40,53.33,6.67,0,80,20
Qwen_QwQ-32B-Preview,demographic_0053_choices.csv,64.29,21.43,14.29,7.14,50,42.86
Qwen_QwQ-32B-Preview,demographic_0054_choices.csv,28.57,57.14,14.29,7.14,42.86,50
Qwen_QwQ-32B-Preview,demographic_0055_choices.csv,38.46,53.85,7.69,0,53.85,46.15
Qwen_QwQ-32B-Preview,demographic_0056_choices.csv,46.15,46.15,7.69,0,61.54,38.46
Qwen_QwQ-32B-Preview,demographic_0057_choices.csv,60,13.33,26.67,0,66.67,33.33
Qwen_QwQ-32B-Preview,demographic_0058_choices.csv,58.33,33.33,8.33,0,58.33,41.67
Qwen_QwQ-32B-Preview,demographic_0059_choices.csv,30.77,53.85,15.38,0,38.46,61.54
Qwen_QwQ-32B-Preview,demographic_0060_choices.csv,26.67,66.67,6.67,0,53.33,46.67
Qwen_QwQ-32B-Preview,demographic_0061_choices.csv,30.77,69.23,0,7.69,61.54,30.77
Qwen_QwQ-32B-Preview,demographic_0062_choices.csv,40,53.33,6.67,0,46.67,53.33
Qwen_QwQ-32B-Preview,demographic_0063_choices.csv,53.33,40,6.67,0,60,40
Qwen_QwQ-32B-Preview,demographic_0064_choices.csv,53.33,46.67,0,0,46.67,53.33
Qwen_QwQ-32B-Preview,demographic_0065_choices.csv,35.71,57.14,7.14,7.14,57.14,35.71
Qwen_QwQ-32B-Preview,demographic_0066_choices.csv,40,60,0,0,73.33,26.67
Qwen_QwQ-32B-Preview,demographic_0067_choices.csv,38.46,46.15,15.38,0,38.46,61.54
Qwen_QwQ-32B-Preview,demographic_0068_choices.csv,40,33.33,26.67,0,53.33,46.67
Qwen_QwQ-32B-Preview,demographic_0069_choices.csv,46.15,46.15,7.69,0,92.31,7.69
Qwen_QwQ-32B-Preview,demographic_0070_choices.csv,57.14,42.86,0,0,50,50
Qwen_QwQ-32B-Preview,demographic_0071_choices.csv,13.33,53.33,33.33,0,46.67,53.33
Qwen_QwQ-32B-Preview,demographic_0072_choices.csv,53.85,38.46,7.69,0,92.31,7.69
Qwen_QwQ-32B-Preview,demographic_0073_choices.csv,8.33,91.67,0,0,41.67,58.33
Qwen_QwQ-32B-Preview,demographic_0074_choices.csv,46.15,53.85,0,0,53.85,46.15
Qwen_QwQ-32B-Preview,demographic_0075_choices.csv,50,42.86,7.14,0,64.29,35.71
Qwen_QwQ-32B-Preview,demographic_0076_choices.csv,40,46.67,13.33,0,66.67,33.33
Qwen_QwQ-32B-Preview,demographic_0077_choices.csv,33.33,60,6.67,6.67,60,33.33
Qwen_QwQ-32B-Preview,demographic_0078_choices.csv,21.43,64.29,14.29,0,64.29,35.71
Qwen_QwQ-32B-Preview,demographic_0079_choices.csv,26.67,53.33,20,0,53.33,46.67
Qwen_QwQ-32B-Preview,demographic_0080_choices.csv,14.29,64.29,21.43,0,78.57,21.43
Qwen_QwQ-32B-Preview,demographic_0081_choices.csv,35.71,57.14,7.14,0,42.86,57.14
Qwen_QwQ-32B-Preview,demographic_0082_choices.csv,14.29,71.43,14.29,0,64.29,35.71
Qwen_QwQ-32B-Preview,demographic_0083_choices.csv,42.86,42.86,14.29,0,78.57,21.43
Qwen_QwQ-32B-Preview,demographic_0084_choices.csv,46.15,46.15,7.69,0,53.85,46.15
Qwen_QwQ-32B-Preview,demographic_0085_choices.csv,64.29,35.71,0,14.29,57.14,28.57
Qwen_QwQ-32B-Preview,demographic_0086_choices.csv,42.86,50,7.14,7.14,42.86,50
Qwen_QwQ-32B-Preview,demographic_0087_choices.csv,38.46,61.54,0,0,69.23,30.77
Qwen_QwQ-32B-Preview,demographic_0088_choices.csv,42.86,50,7.14,0,57.14,42.86
Qwen_QwQ-32B-Preview,demographic_0089_choices.csv,46.67,46.67,6.67,0,53.33,46.67
Qwen_QwQ-32B-Preview,demographic_0090_choices.csv,42.86,57.14,0,0,57.14,42.86
Qwen_QwQ-32B-Preview,demographic_0091_choices.csv,40,46.67,13.33,0,60,40
Qwen_QwQ-32B-Preview,demographic_0092_choices.csv,40,53.33,6.67,6.67,60,33.33
Qwen_QwQ-32B-Preview,demographic_0093_choices.csv,53.85,30.77,15.38,15.38,15.38,69.23
Qwen_QwQ-32B-Preview,demographic_0094_choices.csv,38.46,53.85,7.69,0,53.85,46.15
Qwen_QwQ-32B-Preview,demographic_0095_choices.csv,21.43,57.14,21.43,0,71.43,28.57
Qwen_QwQ-32B-Preview,demographic_0096_choices.csv,53.33,26.67,20,0,53.33,46.67
Qwen_QwQ-32B-Preview,demographic_0097_choices.csv,33.33,60,6.67,0,60,40
Qwen_QwQ-32B-Preview,demographic_0098_choices.csv,46.15,46.15,7.69,0,76.92,23.08
Qwen_QwQ-32B-Preview,demographic_0099_choices.csv,40,46.67,13.33,0,80,20
Qwen_QwQ-32B-Preview,demographic_0100_choices.csv,42.86,50,7.14,0,57.14,42.86
Qwen_QwQ-32B-Preview,demographic_0101_choices.csv,41.67,50,8.33,0,66.67,33.33
Qwen_QwQ-32B-Preview,demographic_0102_choices.csv,60,26.67,13.33,6.67,46.67,46.67
Qwen_QwQ-32B-Preview,demographic_0103_choices.csv,53.85,38.46,7.69,0,53.85,46.15
Qwen_QwQ-32B-Preview,demographic_0104_choices.csv,35.71,50,14.29,0,71.43,28.57
Qwen_QwQ-32B-Preview,demographic_0105_choices.csv,21.43,57.14,21.43,0,64.29,35.71
THUDM_glm-4-9b-chat,demographic_0001_choices.csv,14.29,35.71,50,7.14,14.29,78.57
THUDM_glm-4-9b-chat,demographic_0002_choices.csv,23.08,23.08,53.85,7.69,30.77,61.54
THUDM_glm-4-9b-chat,demographic_0003_choices.csv,0,30.77,69.23,0,15.38,84.62
THUDM_glm-4-9b-chat,demographic_0004_choices.csv,6.67,53.33,40,6.67,26.67,66.67
THUDM_glm-4-9b-chat,demographic_0005_choices.csv,0,60,40,0,13.33,86.67
THUDM_glm-4-9b-chat,demographic_0006_choices.csv,6.67,20,73.33,6.67,13.33,80
THUDM_glm-4-9b-chat,demographic_0007_choices.csv,6.67,33.33,60,6.67,20,73.33
THUDM_glm-4-9b-chat,demographic_0008_choices.csv,26.67,20,53.33,0,33.33,66.67
THUDM_glm-4-9b-chat,demographic_0009_choices.csv,0,33.33,66.67,6.67,33.33,60
THUDM_glm-4-9b-chat,demographic_0010_choices.csv,0,46.15,53.85,0,15.38,84.62
THUDM_glm-4-9b-chat,demographic_0011_choices.csv,15.38,15.38,69.23,15.38,23.08,61.54
THUDM_glm-4-9b-chat,demographic_0012_choices.csv,0,33.33,66.67,0,26.67,73.33
THUDM_glm-4-9b-chat,demographic_0013_choices.csv,7.69,46.15,46.15,0,23.08,76.92
THUDM_glm-4-9b-chat,demographic_0014_choices.csv,30.77,30.77,38.46,0,23.08,76.92
THUDM_glm-4-9b-chat,demographic_0015_choices.csv,13.33,13.33,73.33,6.67,40,53.33
THUDM_glm-4-9b-chat,demographic_0016_choices.csv,0,23.08,76.92,0,38.46,61.54
THUDM_glm-4-9b-chat,demographic_0017_choices.csv,0,35.71,64.29,7.14,35.71,57.14
THUDM_glm-4-9b-chat,demographic_0018_choices.csv,13.33,20,66.67,6.67,20,73.33
THUDM_glm-4-9b-chat,demographic_0019_choices.csv,7.14,21.43,71.43,7.14,7.14,85.71
THUDM_glm-4-9b-chat,demographic_0020_choices.csv,6.67,26.67,66.67,6.67,26.67,66.67
THUDM_glm-4-9b-chat,demographic_0021_choices.csv,6.67,26.67,66.67,20,6.67,73.33
THUDM_glm-4-9b-chat,demographic_0022_choices.csv,0,30.77,69.23,30.77,15.38,53.85
THUDM_glm-4-9b-chat,demographic_0023_choices.csv,30.77,23.08,46.15,0,38.46,61.54
THUDM_glm-4-9b-chat,demographic_0024_choices.csv,0,21.43,78.57,0,42.86,57.14
THUDM_glm-4-9b-chat,demographic_0025_choices.csv,0,26.67,73.33,6.67,33.33,60
THUDM_glm-4-9b-chat,demographic_0026_choices.csv,7.14,42.86,50,14.29,28.57,57.14
THUDM_glm-4-9b-chat,demographic_0027_choices.csv,6.67,40,53.33,6.67,26.67,66.67
THUDM_glm-4-9b-chat,demographic_0028_choices.csv,7.14,42.86,50,7.14,35.71,57.14
THUDM_glm-4-9b-chat,demographic_0029_choices.csv,0,40,60,6.67,20,73.33
THUDM_glm-4-9b-chat,demographic_0030_choices.csv,7.69,30.77,61.54,7.69,30.77,61.54
THUDM_glm-4-9b-chat,demographic_0031_choices.csv,30.77,30.77,38.46,0,15.38,84.62
THUDM_glm-4-9b-chat,demographic_0032_choices.csv,6.67,40,53.33,6.67,20,73.33
THUDM_glm-4-9b-chat,demographic_0033_choices.csv,28.57,14.29,57.14,7.14,35.71,57.14
THUDM_glm-4-9b-chat,demographic_0034_choices.csv,7.14,21.43,71.43,7.14,21.43,71.43
THUDM_glm-4-9b-chat,demographic_0035_choices.csv,7.14,35.71,57.14,7.14,35.71,57.14
THUDM_glm-4-9b-chat,demographic_0036_choices.csv,7.14,42.86,50,7.14,28.57,64.29
THUDM_glm-4-9b-chat,demographic_0037_choices.csv,7.69,23.08,69.23,7.69,38.46,53.85
THUDM_glm-4-9b-chat,demographic_0038_choices.csv,6.67,46.67,46.67,13.33,20,66.67
THUDM_glm-4-9b-chat,demographic_0039_choices.csv,23.08,7.69,69.23,0,46.15,53.85
THUDM_glm-4-9b-chat,demographic_0040_choices.csv,0,26.67,73.33,6.67,20,73.33
THUDM_glm-4-9b-chat,demographic_0041_choices.csv,13.33,26.67,60,0,46.67,53.33
THUDM_glm-4-9b-chat,demographic_0042_choices.csv,0,28.57,71.43,7.14,14.29,78.57
THUDM_glm-4-9b-chat,demographic_0043_choices.csv,0,42.86,57.14,7.14,42.86,50
THUDM_glm-4-9b-chat,demographic_0044_choices.csv,0,23.08,76.92,0,38.46,61.54
THUDM_glm-4-9b-chat,demographic_0045_choices.csv,7.14,28.57,64.29,0,28.57,71.43
THUDM_glm-4-9b-chat,demographic_0046_choices.csv,7.69,23.08,69.23,15.38,0,84.62
THUDM_glm-4-9b-chat,demographic_0047_choices.csv,7.69,23.08,69.23,23.08,23.08,53.85
THUDM_glm-4-9b-chat,demographic_0048_choices.csv,7.14,35.71,57.14,14.29,35.71,50
THUDM_glm-4-9b-chat,demographic_0049_choices.csv,0,28.57,71.43,7.14,42.86,50
THUDM_glm-4-9b-chat,demographic_0050_choices.csv,0,20,80,6.67,26.67,66.67
THUDM_glm-4-9b-chat,demographic_0051_choices.csv,7.14,64.29,28.57,0,35.71,64.29
THUDM_glm-4-9b-chat,demographic_0052_choices.csv,6.67,40,53.33,0,26.67,73.33
THUDM_glm-4-9b-chat,demographic_0053_choices.csv,7.14,35.71,57.14,0,28.57,71.43
THUDM_glm-4-9b-chat,demographic_0054_choices.csv,6.67,20,73.33,13.33,33.33,53.33
THUDM_glm-4-9b-chat,demographic_0055_choices.csv,13.33,20,66.67,6.67,20,73.33
THUDM_glm-4-9b-chat,demographic_0056_choices.csv,7.14,64.29,28.57,7.14,28.57,64.29
THUDM_glm-4-9b-chat,demographic_0057_choices.csv,25,33.33,41.67,0,16.67,83.33
THUDM_glm-4-9b-chat,demographic_0058_choices.csv,20,46.67,33.33,0,26.67,73.33
THUDM_glm-4-9b-chat,demographic_0059_choices.csv,0,33.33,66.67,0,20,80
THUDM_glm-4-9b-chat,demographic_0060_choices.csv,7.69,30.77,61.54,0,15.38,84.62
THUDM_glm-4-9b-chat,demographic_0061_choices.csv,0,28.57,71.43,14.29,21.43,64.29
THUDM_glm-4-9b-chat,demographic_0062_choices.csv,20,13.33,66.67,0,20,80
THUDM_glm-4-9b-chat,demographic_0063_choices.csv,15.38,30.77,53.85,15.38,46.15,38.46
THUDM_glm-4-9b-chat,demographic_0064_choices.csv,6.67,26.67,66.67,0,33.33,66.67
THUDM_glm-4-9b-chat,demographic_0065_choices.csv,21.43,14.29,64.29,0,50,50
THUDM_glm-4-9b-chat,demographic_0066_choices.csv,8.33,41.67,50,8.33,25,66.67
THUDM_glm-4-9b-chat,demographic_0067_choices.csv,0,28.57,71.43,0,28.57,71.43
THUDM_glm-4-9b-chat,demographic_0068_choices.csv,15.38,7.69,76.92,15.38,7.69,76.92
THUDM_glm-4-9b-chat,demographic_0069_choices.csv,7.14,14.29,78.57,14.29,0,85.71
THUDM_glm-4-9b-chat,demographic_0070_choices.csv,14.29,28.57,57.14,0,14.29,85.71
THUDM_glm-4-9b-chat,demographic_0071_choices.csv,7.14,42.86,50,21.43,35.71,42.86
THUDM_glm-4-9b-chat,demographic_0072_choices.csv,0,33.33,66.67,13.33,6.67,80
THUDM_glm-4-9b-chat,demographic_0073_choices.csv,0,57.14,42.86,7.14,35.71,57.14
THUDM_glm-4-9b-chat,demographic_0074_choices.csv,15.38,38.46,46.15,7.69,15.38,76.92
THUDM_glm-4-9b-chat,demographic_0075_choices.csv,21.43,14.29,64.29,0,21.43,78.57
THUDM_glm-4-9b-chat,demographic_0076_choices.csv,0,33.33,66.67,0,20,80
THUDM_glm-4-9b-chat,demographic_0077_choices.csv,13.33,20,66.67,13.33,13.33,73.33
THUDM_glm-4-9b-chat,demographic_0078_choices.csv,0,38.46,61.54,0,38.46,61.54
THUDM_glm-4-9b-chat,demographic_0079_choices.csv,20,33.33,46.67,0,6.67,93.33
THUDM_glm-4-9b-chat,demographic_0080_choices.csv,13.33,20,66.67,0,33.33,66.67
THUDM_glm-4-9b-chat,demographic_0081_choices.csv,33.33,20,46.67,0,40,60
THUDM_glm-4-9b-chat,demographic_0082_choices.csv,21.43,7.14,71.43,7.14,14.29,78.57
THUDM_glm-4-9b-chat,demographic_0083_choices.csv,0,35.71,64.29,14.29,7.14,78.57
THUDM_glm-4-9b-chat,demographic_0084_choices.csv,20,20,60,6.67,26.67,66.67
THUDM_glm-4-9b-chat,demographic_0085_choices.csv,7.14,64.29,28.57,7.14,21.43,71.43
THUDM_glm-4-9b-chat,demographic_0086_choices.csv,26.67,26.67,46.67,6.67,33.33,60
THUDM_glm-4-9b-chat,demographic_0087_choices.csv,6.67,20,73.33,13.33,33.33,53.33
THUDM_glm-4-9b-chat,demographic_0088_choices.csv,20,26.67,53.33,6.67,20,73.33
THUDM_glm-4-9b-chat,demographic_0089_choices.csv,26.67,6.67,66.67,20,6.67,73.33
THUDM_glm-4-9b-chat,demographic_0090_choices.csv,6.67,13.33,80,20,26.67,53.33
THUDM_glm-4-9b-chat,demographic_0091_choices.csv,7.14,35.71,57.14,21.43,21.43,57.14
THUDM_glm-4-9b-chat,demographic_0092_choices.csv,0,33.33,66.67,6.67,0,93.33
THUDM_glm-4-9b-chat,demographic_0093_choices.csv,8.33,33.33,58.33,25,25,50
THUDM_glm-4-9b-chat,demographic_0094_choices.csv,7.69,30.77,61.54,15.38,30.77,53.85
THUDM_glm-4-9b-chat,demographic_0095_choices.csv,7.14,28.57,64.29,7.14,7.14,85.71
THUDM_glm-4-9b-chat,demographic_0096_choices.csv,7.69,23.08,69.23,0,30.77,69.23
THUDM_glm-4-9b-chat,demographic_0097_choices.csv,0,46.67,53.33,0,26.67,73.33
THUDM_glm-4-9b-chat,demographic_0098_choices.csv,15.38,23.08,61.54,7.69,53.85,38.46
THUDM_glm-4-9b-chat,demographic_0099_choices.csv,0,46.67,53.33,13.33,20,66.67
THUDM_glm-4-9b-chat,demographic_0100_choices.csv,0,28.57,71.43,21.43,21.43,57.14
THUDM_glm-4-9b-chat,demographic_0101_choices.csv,6.67,20,73.33,0,33.33,66.67
THUDM_glm-4-9b-chat,demographic_0102_choices.csv,0,33.33,66.67,13.33,13.33,73.33
THUDM_glm-4-9b-chat,demographic_0103_choices.csv,20,13.33,66.67,0,33.33,66.67
THUDM_glm-4-9b-chat,demographic_0104_choices.csv,15.38,30.77,53.85,7.69,23.08,69.23
THUDM_glm-4-9b-chat,demographic_0105_choices.csv,0,46.67,53.33,13.33,20,66.67
granite3.1-moe:3b,NA,91,0,9,79,4,17
granite3.1-moe:3b,NA,90,1,9,70,3,27
granite3.1-moe:3b,NA,86,0,14,67,6,27
granite3.1-moe:3b,NA,92,0,8,64,1,35
granite3.1-moe:3b,NA,90,0,10,77,0,23
granite3.1-moe:3b,NA,88,2,10,70,0,30
granite3.1-moe:3b,NA,85,0,15,68,0,32
granite3.1-moe:3b,NA,89,0,11,63,3,34
granite3.1-moe:3b,NA,86,1,13,63,5,32
granite3.1-moe:3b,NA,92,1,7,83,0,17
granite3.1-moe:3b,NA,93,0,7,70,0,30
granite3.1-moe:3b,NA,92,3,5,65,0,35
granite3.1-moe:3b,NA,93,0,7,58,9,33
granite3.1-moe:3b,NA,86,0,14,68,0,32
granite3.1-moe:3b,NA,90,2,8,79,0,21
granite3.1-moe:3b,NA,92,0,8,74,5,21
granite3.1-moe:3b,NA,97,1,2,85,0,15
granite3.1-moe:3b,NA,88,0,12,62,1,37
granite3.1-moe:3b,NA,89,2,9,80,0,20
granite3.1-moe:3b,NA,91,1,8,74,4,22
granite3.1-moe:3b,NA,89,0,11,75,1,24
granite3.1-moe:3b,NA,96,0,4,77,4,19
granite3.1-moe:3b,NA,96,0,4,75,1,24
granite3.1-moe:3b,NA,90,1,9,85,1,14
granite3.1-moe:3b,NA,83,1,16,70,2,28
granite3.1-moe:3b,NA,88,1,11,75,5,20
granite3.1-moe:3b,NA,85,2,13,68,5,27
granite3.1-moe:3b,NA,94,0,6,78,3,19
granite3.1-moe:3b,NA,85,0,15,70,0,30
granite3.1-moe:3b,NA,90,2,8,67,6,27
granite3.1-moe:3b,NA,87,1,12,71,1,28
granite3.1-moe:3b,NA,91,0,9,76,0,24
granite3.1-moe:3b,NA,88,1,11,56,0,44
granite3.1-moe:3b,NA,88,1,11,62,0,38
granite3.1-moe:3b,NA,82,1,17,71,6,23
granite3.1-moe:3b,NA,86,1,13,71,2,27
granite3.1-moe:3b,NA,92,0,8,67,3,30
granite3.1-moe:3b,NA,84,1,15,86,0,14
granite3.1-moe:3b,NA,94,1,5,73,0,27
granite3.1-moe:3b,NA,93,1,6,85,0,15
granite3.1-moe:3b,NA,91,2,7,71,4,25
granite3.1-moe:3b,NA,95,0,5,65,2,33
granite3.1-moe:3b,NA,93,0,7,62,5,33
granite3.1-moe:3b,NA,91,0,9,73,4,23
granite3.1-moe:3b,NA,92,0,8,70,8,22
granite3.1-moe:3b,NA,84,2,14,84,0,16
granite3.1-moe:3b,NA,89,0,11,73,0,27
granite3.1-moe:3b,NA,81,2,17,76,0,24
granite3.1-moe:3b,NA,87,0,13,75,1,24
granite3.1-moe:3b,NA,96,0,4,79,0,21
granite3.1-moe:3b,NA,88,0,12,80,0,20
granite3.1-moe:3b,NA,87,7,6,68,8,24
granite3.1-moe:3b,NA,93,0,7,88,0,12
granite3.1-moe:3b,NA,79,6,15,74,2,24
granite3.1-moe:3b,NA,93,1,6,74,0,26
granite3.1-moe:3b,NA,91,0,9,72,0,28
granite3.1-moe:3b,NA,94,0,6,78,0,22
granite3.1-moe:3b,NA,93,3,4,61,7,32
granite3.1-moe:3b,NA,93,1,6,64,0,36
granite3.1-moe:3b,NA,83,1,16,74,4,22
granite3.1-moe:3b,NA,92,0,8,69,0,31
granite3.1-moe:3b,NA,89,1,10,59,4,37
